
🔵新聞財經,#genre#
빌리어즈TV 레전드,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EB%B9%8C%EB%A6%AC%EC%96%B4%EC%A6%88tv%EB%A0%88%EC%A0%84%EB%93%9C&channel_id=newid_027&apikey=b97c7a7d0c82424bb607e141ef215779&auth=8d76450f-b948e49a-8b1249a3-63fbfeac&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
셀레브,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EC%85%80%EB%A0%88%EB%B8%8C&channel_id=newid_015&apikey=b97c7a7d0c82424bb607e141ef215779&auth=2687d504-b92b3626-0e4a1f44-63982c10&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
순옥명작관,https://d1ye6lj5le5dh0.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ert8sa2q2i3fz-prod/hls-harvester2-1293-prod/us-east-1/cc-ert8sa2q2i3fz/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
식객 허영만의 백반기행,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EC%8B%9D%EA%B0%9D%ED%97%88%EC%98%81%EB%A7%8C%EC%9D%98%EB%B0%B1%EB%B0%98%EA%B8%B0%ED%96%89&channel_id=newid_029&apikey=b97c7a7d0c82424bb607e141ef215779&auth=341603dd-63820769-01e7855a-b9311d5f&ads.live=%5BCONTENT_LIVE%5D&ads.device_did=%7BPSID%7D&ads.ifa=%5BIFA%5D&ads.ifatype=%5BIFA_TYPE%5D&ads.lat=%5BLMT%5D&ads.donotsell=%5BDNS%5D&ads.ip=%5BIP%5D&ads.gdpr=%5BGDPR%5D&ads.gdprconsent=%5BGDPR_CONSENT%5D&ads.country=%5BCOUNTRY%5D&ads.us_privacy=%5BUS_PRIVACY%5D&ads.appstoreurl=%5BAPP_STOREURL%5D&ads.bundleid=%5BAPP_BUNDLE%5D&ads.app.name=%7BAPP_NAME%7D&ads.appversion=%5BAPP_VERSION%5D&ads.devicetype=%5BDEVICE_TYPE%5D&ads.devicemake=%5BDEVICE_MAKE%5D&ads.devicemodel=%5BDEVICE_MODEL%5D&ads.targetad=%5BTARGETAD_ALLOWED%5D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D
신박한 벙커,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=tbsflex&channel_id=newid_023&apikey=b97c7a7d0c82424bb607e141ef215779&auth=b5261d98-6282a756-e1877a85-b831bd60&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
신비한 TV 서프라이즈,https://d1acfb5b13qsdr.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-he05vyj1kinia-prod/Channel_MBC_4.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
쌉니다 천리마마트,https://16e966900fd840838073da9709eacc9d.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/PegasusMarket-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB2700022KR
어쩌다사장,https://9bbd89208ded4d1f8ddda1a3035a7901.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-40nui31emvjw4-prod/afb160a1_1669_46f6_aba5_e55f48c7b2ca/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB2700033JR
업글인간,https://b8696ded3e7b48b9a2a658442ea4c6a5.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lrx30v6c3q4ht-prod/2e874342_9a2c_48e9_9066_7ab3a3284a80/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB2700030MM
연합뉴스TV,https://ducg38fv680xm.cloudfront.net/yeonhap.m3u8
영앤드라마,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EC%98%81%EC%95%A4%EB%93%9C%EB%9D%BC%EB%A7%88&channel_id=newid_024&apikey=b97c7a7d0c82424bb607e141ef215779&auth=e9963ef1-e25f558f-49451fd9-38ec4fb9&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
왔다! 장보리,https://d386gkzosr3i38.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-fm713l3q6ryzr-prod/Channel_MBC_8.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
우리의식탁,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EC%9A%B0%EB%A6%AC%EC%9D%98%EC%8B%9D%ED%83%81&channel_id=newid_016&apikey=b97c7a7d0c82424bb607e141ef215779&auth=4267aefa-e23c8733-cc1d493e-388f9d05&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
유퀴즈온더블럭(1-12회),https://a3ce64d901944ab6bb5858d6d62694e5.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/YouQuizOnTheBlock-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB27000207T
이산,https://d13bfaug2ipt96.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-49ujgh90ynpdw-prod/Channel_MBC_2.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
지붕뚫고 하이킥,https://dgaj785lmfjju.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-jsnzm21r7lwrj-prod/Channel_MBC_10.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
치즈인더트랩,https://384677f2999947a3ba8f51a29339c080.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/CheeseInTheTrap-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB2700004WR
커피프린스 1호점,https://d3olsdkvjaij5t.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-xr45ydzp0qwbr-prod/Channel_MBC_5.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
편애중계,https://dtdgcbd6j2fak.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-n4zydfj68vgn1-prod/Channel_MBC_9.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
피고인,https://d2yx6lvhcftzo5.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-3dcxhnnfoe8vt-prod/hls-harvester2-1293-prod/us-east-1/cc-3dcxhnnfoe8vt/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
현대홈쇼핑+Shop,https://dtvstreaming.hyundaihmall.com/newcjp3/_definst_/newcjpstream.smil/playlist.m3u8

🔹亚　　泰,#genre#
tvN Movies HD,mitv://ns2.hellotvvod.com:9906/9b1a39676627427896f42971fcd8dced.ts
Indosiar,mitv://ns2.hellotvvod.com:9906/30db31f507b44253bafa5c7beb540ec0.ts
RCTI,mitv://ns2.hellotvvod.com:9906/1dc9cc47fba3443087a15b240236b081.ts
Channel 5,mitv://ns2.hellotvvod.com:9906/6599e6c4f35c447b853a0d724cdfcd62.ts
NBT,mitv://ns2.hellotvvod.com:9906/c16fb0a9afb743208cd6328125c1cb31.ts
TNN 16,mitv://ns2.hellotvvod.com:9906/b03225f301a9456ca523d945bb12278c.ts
JKN 18,mitv://ns2.hellotvvod.com:9906/3c0f2eea4fe24932b3cb7a4b4b542e2a.ts
Voice TV,mitv://ns2.hellotvvod.com:9906/62c2dcf8594b48f9a7916ecbe9e63036.ts
Nation TV,mitv://ns2.hellotvvod.com:9906/ea693fc99ef44347bc6c7e5b48f726ba.ts
Workpoint TV,mitv://ns2.hellotvvod.com:9906/77ebe04b55304d3798c7228dfa6a4642.ts
true4U,mitv://ns2.hellotvvod.com:9906/4c4b2e58b3af4be3a8b9dedb50323b98.ts
GMM 25,mitv://ns2.hellotvvod.com:9906/0a12128682954837a4212ca4b1cd5358.ts
Channel 8,mitv://ns2.hellotvvod.com:9906/86f98f33156445f6a2b33042517ec665.ts
Mono 29,mitv://ns2.hellotvvod.com:9906/22809fc997164e4e82e777655bb7a471.ts
MCOT,mitv://ns2.hellotvvod.com:9906/011534192f40480fb7f5a088d8326904.ts
ONE,mitv://ns2.hellotvvod.com:9906/7df85b55e4b94a598e689659cac1d342.ts
Thairath TV,mitv://ns2.hellotvvod.com:9906/a0f7ad5e7ed2475b84080dd5031d27b6.ts
Channel 3,mitv://ns2.hellotvvod.com:9906/e905f3fdee8748629d6e84122e66735c.ts
Amarin TV,mitv://ns2.hellotvvod.com:9906/faee8ce8b039452aa6bbbf1aa7eca0d0.ts
Channel 7,mitv://ns2.hellotvvod.com:9906/2dea2e39b1554fbe9bfae70bc9e7d44c.ts
PPTV,mitv://ns2.hellotvvod.com:9906/1524c668a6124cc7993a4d8223bbf122.ts
Boomerang,mitv://ns2.hellotvvod.com:9906/9540565c224d4beb862a5e8d9d75cc3f.ts
Toonee,mitv://ns2.hellotvvod.com:9906/8c5c28df9c984e9d8c1b65b949859e64.ts
Thai Parliament TV,mitv://ns2.hellotvvod.com:9906/ba32ffb862f3448fae29f18e30ec9bd3.ts
Thai PBS,mitv://ns2.hellotvvod.com:9906/08bbe191c47d4e08bd332def3a3c55ad.ts
News 1,mitv://ns2.hellotvvod.com:9906/a7bdb7f9eb064145aab24f1ee68f90a7.ts
Zee Nung,mitv://ns2.hellotvvod.com:9906/954f4099aaf04697bf82f3e17e9e6b36.ts
Channel 4050,mitv://ns2.hellotvvod.com:9906/0d8d3a6df8104ec5a08ca66d64ccc222.ts
TVB Thai,mitv://ns2.hellotvvod.com:9906/5944dd3419c94f3eaf8e5c0c87759ca5.ts
Bluesky,mitv://ns2.hellotvvod.com:9906/87945b25f3c04a58bde4ebbb59358b60.ts
Top News,mitv://ns2.hellotvvod.com:9906/df63339379814324a993fabaac00cab9.ts
True Sport 2,mitv://ns2.hellotvvod.com:9906/c8f9e5adb1d3485badf5c8b12fcf9fe9.ts
True Sport 3,mitv://ns2.hellotvvod.com:9906/996dba5d49884f50902e6bd9fd59128b.ts
True Sport 4,mitv://ns2.hellotvvod.com:9906/301b0cd192c94544bc16f40360baa2b1.ts
True Sport 5,mitv://ns2.hellotvvod.com:9906/9e9dd4631c674406b3e6ff3fad075bca.ts
True Sport 7,mitv://ns2.hellotvvod.com:9906/b8fb0bf50231496f8a2a21d4b824bb78.ts

Cartoon Network,mitv://ns2.hellotvvod.com:9906/4a1654c263ff42b78bb0db40c99f6959.ts
Nickelodeon,mitv://ns2.hellotvvod.com:9906/6da67785b1f546de891c7103493675d6.ts
Nick Jr.,mitv://ns2.hellotvvod.com:9906/641567df7c2f4915b3acd4131a00cfe1.ts
Boomerang,mitv://ns2.hellotvvod.com:9906/1bbea9a42e704b1db01c24f1273ddeb1.ts
GMA,mitv://ns2.hellotvvod.com:9906/040d727fb018483886baf22b57d10880.ts
TV5,mitv://ns2.hellotvvod.com:9906/cdd4f1be544446e6ac3c3d4a7c5bc37e.ts
Golf Channel Philippines,mitv://ns2.hellotvvod.com:9906/68372542a9af4827a89a29351b257d46.ts

SUN TV,mitv://ns2.hellotvvod.com:9906/c3fc6fb47cbd47d38ecaf30685072344.ts
CNBC Awaaz,mitv://ns2.hellotvvod.com:9906/872dff7c22224caa9584b9f09a1bb80d.ts
India TV,mitv://ns2.hellotvvod.com:9906/a54d4c9ab7c64d4e916a86e9c1c7ab37.ts
Janam TV,mitv://ns2.hellotvvod.com:9906/65d3bc635fbf4d9b96a7c2ddbe5a9e5b.ts
Colors Tamil,mitv://ns2.hellotvvod.com:9906/31bfefc930094be395ab8a045fe8ea7e.ts
NDTV,mitv://ns2.hellotvvod.com:9906/4d1c68dfb1a74831b946e3428a2814ab.ts
Sun Music,mitv://ns2.hellotvvod.com:9906/6fc47f9c0c074666bfd0dad4d54ec75f.ts
Chutti TV,mitv://ns2.hellotvvod.com:9906/e17d7e74f4c749ce8c829e0b276d61cd.ts
Adithya,mitv://ns2.hellotvvod.com:9906/b48f6070672e470c89dc988d55a0b5f7.ts
Star Vijay,mitv://ns2.hellotvvod.com:9906/db0738ea44a54ca296af5f65274c8822.ts
Zee Tamil,mitv://ns2.hellotvvod.com:9906/bf3e6823bf4346cfbaac8c3de4196ca5.ts




🔹九太音樂,#genre#
MTV,mitv://ns2.hellotvvod.com:9906/a2f2e25c7a52444ba25c1e5d1ceba10d.ts
MTV Live,mitv://ns2.hellotvvod.com:9906/57fd9115f43942c898bf0bc1335cf993.ts
Mezzo Live,mitv://ns2.hellotvvod.com:9906/26f717f869d24a86a57d4e6b2abcfb14.ts
CLASSICA 古典樂,mitv://ns2.hellotvvod.com:9906/6b6776ce7728452b95d8035f385db8d2.ts
CMusic,mitv://ns2.hellotvvod.com:9906/66c4c93fb8854f039f9d7ed0a85fc547.ts
Sun Music,mitv://ns2.hellotvvod.com:9906/6fc47f9c0c074666bfd0dad4d54ec75f.ts
Azstar TV,http://live.livestreamtv.ca/azstar/smil:azstar.smil/playlist.m3u8
风尚音乐,http://111.11.123.49:6610/000000001000/5529729098703832176/1.m3u8?Contentid=5529729098703832176&livemode=1&stbId=3&channel-id=wasusyt
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.134.65.162/PLTV/88888888/224/3221225513/1.m3u8
伽罗,https://vd4.bdstatic.com/mda-kkqkbx2dskwhyfxi/hd/mda-kkqkbx2dskwhyfxi.mp4
克罗地亚狂想曲,https://vd2.bdstatic.com/mda-kdkc5g1evsrznbf6/hd/mda-kdkc5g1evsrznbf6.mp4
出埃及记,https://vd2.bdstatic.com/mda-kg1bxhibf4arxnv8/mda-kg1bxhibf4arxnv8.mp4
加勒比海盗,https://vd2.bdstatic.com/mda-jmaws2e0bwb3qn8m/hd/mda-jmaws2e0bwb3qn8m.mp4
后街男孩,https://vd3.bdstatic.com/mda-mc5i3neu3v2k8c07/v1-cae/mda-mc5i3neu3v2k8c07.mp4
寂静之声,https://vd2.bdstatic.com/mda-mhfcegxzv45kfacp/hd/cae_h264/1630866567869520822/mda-mhfcegxzv45kfacp.mp4
老鹰之歌,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200317/5623330n7oQ6uBlXFhUdZTz3A-safe1600663646.m3u8
放不下想又怕,https://vd3.bdstatic.com/mda-kikze8dq9p9fgakq/v1-cae/sc/mda-kikze8dq9p9fgakq.mp4?auth_key=1618123820-0-0-ccacf3ed4d3de6d7515c6e3e0f1ea526&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=1220235301&vid=16052944772371829051&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=2&abtest=peav_l52&sle=1&sl=566&split=681305
故乡的原风景,https://vd2.bdstatic.com/mda-jkmsrixf65pdc3a7/v1-cae/hd/mda-jkmsrixf65pdc3a7.mp4
祭奠之歌,https://vd3.bdstatic.com/mda-kf99mim29qajcbtu/mda-kf99mim29qajcbtu.mp4
穿越时空的思念,https://vd2.bdstatic.com/mda-kidedyteyzk0sn7d/hd/mda-kidedyteyzk0sn7d.mp4
英雄的黎明,https://vd2.bdstatic.com/mda-mckwehgwpkz1e530/hd/cae_h264/1616334008/mda-mckwehgwpkz1e530.mp4
踏山河,https://vd3.bdstatic.com/mda-mb3m4k3bprfbhbqc/v1-cae/sc/mda-mb3m4k3bprfbhbqc.mp4?auth_key=1618537533-0-0-7165e045222b9275d684a34de95e6519&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=0933305796&vid=5570151663520023897&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=2&abtest=peav_l52&sle=1&sl=1181&split=1108991
Beat It,https://vd2.bdstatic.com/mda-ki7uw949p0q064ii/mda-ki7uw949p0q064ii.mp4?playlist=%5B%22sc%22%2C%22hd%22%5D&v_from_s=hba_haokan_4469&auth_key=1617888869-0-0-34c7249fc54a0548894b13e1cba2a9fc&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
遥远的旅途,https://vd3.bdstatic.com/mda-kia3b4cukn6ub21q/hd/mda-kia3b4cukn6ub21q.mp4?auth_key=1631268201-0-0-0a19e1cf34075ce04c7f2d75f95bf7c8&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=2000758841&vid=14605388325605512341&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=1&abtest=peav_l52&sle=1&sl=588&split=576362
醉过多少回,https://vd2.bdstatic.com/mda-khr03rq4hg98n7ev/v1-cae/sc/mda-khr03rq4hg98n7ev.mp4?auth_key=1618124543-0-0-d5a5a0877200c5024e18c5eb81510cc6&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=1942874672&vid=11325929779437788360&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=2&abtest=peav_l52&sle=1&sl=863&split=909564
错位时空,https://vd2.bdstatic.com/mda-mccw3x4y4briua8e/sc/h264/1615641328/mda-mccw3x4y4briua8e.mp4?auth_key=1617161463-0-0-bef5e0899d6821e82cc3aec4ebc0b6d2&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=0063518905&vid=9151080475413536746&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=2&abtest=peav_l52&sle=1&sl=446&split=471273
阿果吉曲,https://vd3.bdstatic.com/mda-ki11z272vx08bxqd/v1-cae/sc/mda-ki11z272vx08bxqd.mp4?auth_key=1618124180-0-0-27984862bab2755a4e3181f936abb599&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=1580106490&vid=14737726038577499737&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=2&abtest=peav_l52&sle=1&sl=648&split=711921
阿纲觉醒,https://vd4.bdstatic.com/mda-jkmy0k6tcb6zjjyx/hd/mda-jkmy0k6tcb6zjjyx.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&auth_key=1631268064-0-0-a3748be34a8656329443f472ad29a471&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=1863918429&vid=15876842218260765845&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=1&abtest=peav_l52&sle=1&sl=550&split=450560
雅尼-For All Seasons,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330ewhRb5UqXRRsb9nKqO.mp4
雅尼-Nightingale夜莺,https://vd3.bdstatic.com/mda-jc9xf4nqjs1knpia/mda-jc9xf4nqjs1knpia.mp4?auth_key=1617886888-0-0-1d3368688817e6085b72c3b5e8522f73&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=1887942708&vid=10055222613666264441&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=0&abtest=peav_l52&sle=1&sl=660&split=708306
雅尼-On Sacred Ground,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330Lqza92Pie30kCoICfj.mp4
雅尼-Playtime,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330e08trzq9cZvOAB6uP6.mp4
雅尼-Rainmaker,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201213/5623330A7S1Bib8Mk1R4xdS35.mp4
雅尼-Renegade,https://vd4.bdstatic.com/mda-ihhme384xbtgztuw/sc/mda-ihhme384xbtgztuw.mp4?auth_key=1617886775-0-0-c0a65a2dd805e486d69aad28bcce3c8d&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&did=087106dc4a782a246579d010463c3ad0&logid=1775262668&vid=9260898589534510482&pt=0&appver=2.7.6.2&model=MI+5&osver=10&cr=2&abtest=peav_l52&sle=1&sl=2367&split=2143161














